Track_ID,Run_Date,Start_Date,End_Date,Duration,Ensemble_Name,Ensemble_Member,Object_Variable,Obs_Track_ID,Translation_Error_X,Translation_Error_Y,Start_Time_Error,End_Time_Error
d01_REFL_COM_20110428-0000_12_12_010,2011-04-28 00:00:00+00:00,2011-04-28 12:00:00+00:00,2011-04-28 12:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_12_13_011,2011-04-28 00:00:00+00:00,2011-04-28 12:00:00+00:00,2011-04-28 13:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_13_13_012,2011-04-28 00:00:00+00:00,2011-04-28 13:00:00+00:00,2011-04-28 13:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_13_13_013,2011-04-28 00:00:00+00:00,2011-04-28 13:00:00+00:00,2011-04-28 13:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_13_13_014,2011-04-28 00:00:00+00:00,2011-04-28 13:00:00+00:00,2011-04-28 13:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_13_13_015,2011-04-28 00:00:00+00:00,2011-04-28 13:00:00+00:00,2011-04-28 13:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_13_13_016,2011-04-28 00:00:00+00:00,2011-04-28 13:00:00+00:00,2011-04-28 13:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_13_14_017,2011-04-28 00:00:00+00:00,2011-04-28 13:00:00+00:00,2011-04-28 14:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_13_13_018,2011-04-28 00:00:00+00:00,2011-04-28 13:00:00+00:00,2011-04-28 13:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_13_13_019,2011-04-28 00:00:00+00:00,2011-04-28 13:00:00+00:00,2011-04-28 13:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_13_14_020,2011-04-28 00:00:00+00:00,2011-04-28 13:00:00+00:00,2011-04-28 14:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_14_14_021,2011-04-28 00:00:00+00:00,2011-04-28 14:00:00+00:00,2011-04-28 14:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_14_14_022,2011-04-28 00:00:00+00:00,2011-04-28 14:00:00+00:00,2011-04-28 14:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_14_14_023,2011-04-28 00:00:00+00:00,2011-04-28 14:00:00+00:00,2011-04-28 14:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_14_14_024,2011-04-28 00:00:00+00:00,2011-04-28 14:00:00+00:00,2011-04-28 14:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_14_16_025,2011-04-28 00:00:00+00:00,2011-04-28 14:00:00+00:00,2011-04-28 16:00:00+00:00,3.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_14_14_026,2011-04-28 00:00:00+00:00,2011-04-28 14:00:00+00:00,2011-04-28 14:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_14_14_027,2011-04-28 00:00:00+00:00,2011-04-28 14:00:00+00:00,2011-04-28 14:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_14_14_028,2011-04-28 00:00:00+00:00,2011-04-28 14:00:00+00:00,2011-04-28 14:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_14_14_029,2011-04-28 00:00:00+00:00,2011-04-28 14:00:00+00:00,2011-04-28 14:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_14_14_030,2011-04-28 00:00:00+00:00,2011-04-28 14:00:00+00:00,2011-04-28 14:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_14_15_031,2011-04-28 00:00:00+00:00,2011-04-28 14:00:00+00:00,2011-04-28 15:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_14_14_032,2011-04-28 00:00:00+00:00,2011-04-28 14:00:00+00:00,2011-04-28 14:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_14_14_033,2011-04-28 00:00:00+00:00,2011-04-28 14:00:00+00:00,2011-04-28 14:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_15_15_034,2011-04-28 00:00:00+00:00,2011-04-28 15:00:00+00:00,2011-04-28 15:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_15_18_035,2011-04-28 00:00:00+00:00,2011-04-28 15:00:00+00:00,2011-04-28 18:00:00+00:00,4.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_15_16_036,2011-04-28 00:00:00+00:00,2011-04-28 15:00:00+00:00,2011-04-28 16:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_15_15_037,2011-04-28 00:00:00+00:00,2011-04-28 15:00:00+00:00,2011-04-28 15:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_15_18_038,2011-04-28 00:00:00+00:00,2011-04-28 15:00:00+00:00,2011-04-28 18:00:00+00:00,4.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_15_15_039,2011-04-28 00:00:00+00:00,2011-04-28 15:00:00+00:00,2011-04-28 15:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_15_15_040,2011-04-28 00:00:00+00:00,2011-04-28 15:00:00+00:00,2011-04-28 15:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_15_18_041,2011-04-28 00:00:00+00:00,2011-04-28 15:00:00+00:00,2011-04-28 18:00:00+00:00,4.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_15_17_042,2011-04-28 00:00:00+00:00,2011-04-28 15:00:00+00:00,2011-04-28 17:00:00+00:00,3.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_15_15_043,2011-04-28 00:00:00+00:00,2011-04-28 15:00:00+00:00,2011-04-28 15:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_16_16_044,2011-04-28 00:00:00+00:00,2011-04-28 16:00:00+00:00,2011-04-28 16:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_16_18_045,2011-04-28 00:00:00+00:00,2011-04-28 16:00:00+00:00,2011-04-28 18:00:00+00:00,3.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_16_16_046,2011-04-28 00:00:00+00:00,2011-04-28 16:00:00+00:00,2011-04-28 16:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_16_16_047,2011-04-28 00:00:00+00:00,2011-04-28 16:00:00+00:00,2011-04-28 16:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_16_16_048,2011-04-28 00:00:00+00:00,2011-04-28 16:00:00+00:00,2011-04-28 16:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_16_16_049,2011-04-28 00:00:00+00:00,2011-04-28 16:00:00+00:00,2011-04-28 16:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_16_17_050,2011-04-28 00:00:00+00:00,2011-04-28 16:00:00+00:00,2011-04-28 17:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_16_16_051,2011-04-28 00:00:00+00:00,2011-04-28 16:00:00+00:00,2011-04-28 16:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_16_16_052,2011-04-28 00:00:00+00:00,2011-04-28 16:00:00+00:00,2011-04-28 16:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_16_17_053,2011-04-28 00:00:00+00:00,2011-04-28 16:00:00+00:00,2011-04-28 17:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_16_16_054,2011-04-28 00:00:00+00:00,2011-04-28 16:00:00+00:00,2011-04-28 16:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_16_17_055,2011-04-28 00:00:00+00:00,2011-04-28 16:00:00+00:00,2011-04-28 17:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_17_18_056,2011-04-28 00:00:00+00:00,2011-04-28 17:00:00+00:00,2011-04-28 18:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_17_18_057,2011-04-28 00:00:00+00:00,2011-04-28 17:00:00+00:00,2011-04-28 18:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_17_20_058,2011-04-28 00:00:00+00:00,2011-04-28 17:00:00+00:00,2011-04-28 20:00:00+00:00,4.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_17_17_059,2011-04-28 00:00:00+00:00,2011-04-28 17:00:00+00:00,2011-04-28 17:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_17_17_060,2011-04-28 00:00:00+00:00,2011-04-28 17:00:00+00:00,2011-04-28 17:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_17_19_061,2011-04-28 00:00:00+00:00,2011-04-28 17:00:00+00:00,2011-04-28 19:00:00+00:00,3.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_17_17_062,2011-04-28 00:00:00+00:00,2011-04-28 17:00:00+00:00,2011-04-28 17:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_17_18_063,2011-04-28 00:00:00+00:00,2011-04-28 17:00:00+00:00,2011-04-28 18:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_17_17_064,2011-04-28 00:00:00+00:00,2011-04-28 17:00:00+00:00,2011-04-28 17:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_17_17_065,2011-04-28 00:00:00+00:00,2011-04-28 17:00:00+00:00,2011-04-28 17:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_17_17_066,2011-04-28 00:00:00+00:00,2011-04-28 17:00:00+00:00,2011-04-28 17:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_17_18_067,2011-04-28 00:00:00+00:00,2011-04-28 17:00:00+00:00,2011-04-28 18:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_17_17_068,2011-04-28 00:00:00+00:00,2011-04-28 17:00:00+00:00,2011-04-28 17:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_17_17_069,2011-04-28 00:00:00+00:00,2011-04-28 17:00:00+00:00,2011-04-28 17:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_17_17_070,2011-04-28 00:00:00+00:00,2011-04-28 17:00:00+00:00,2011-04-28 17:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_18_071,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 18:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_18_072,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 18:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_19_073,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 19:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_20_074,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 20:00:00+00:00,3.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_18_075,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 18:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_21_076,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 21:00:00+00:00,4.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_18_077,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 18:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_19_078,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 19:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_19_079,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 19:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_18_080,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 18:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_18_081,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 18:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_18_082,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 18:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_19_083,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 19:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_18_084,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 18:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_18_085,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 18:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_18_086,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 18:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_18_19_087,2011-04-28 00:00:00+00:00,2011-04-28 18:00:00+00:00,2011-04-28 19:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_20_088,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 20:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_19_089,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 19:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_20_090,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 20:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_19_091,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 19:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_19_092,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 19:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_19_093,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 19:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_19_094,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 19:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_19_095,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 19:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_19_096,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 19:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_19_097,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 19:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_20_098,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 20:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_20_099,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 20:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_19_100,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 19:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_19_101,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 19:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_20_102,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 20:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_20_103,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 20:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_19_104,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 19:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_22_105,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 22:00:00+00:00,4.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_19_106,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 19:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_19_107,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 19:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_19_108,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 19:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_19_109,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 19:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_19_19_110,2011-04-28 00:00:00+00:00,2011-04-28 19:00:00+00:00,2011-04-28 19:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_20_21_111,2011-04-28 00:00:00+00:00,2011-04-28 20:00:00+00:00,2011-04-28 21:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_20_20_112,2011-04-28 00:00:00+00:00,2011-04-28 20:00:00+00:00,2011-04-28 20:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_20_23_113,2011-04-28 00:00:00+00:00,2011-04-28 20:00:00+00:00,2011-04-28 23:00:00+00:00,4.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_20_20_114,2011-04-28 00:00:00+00:00,2011-04-28 20:00:00+00:00,2011-04-28 20:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_20_20_115,2011-04-28 00:00:00+00:00,2011-04-28 20:00:00+00:00,2011-04-28 20:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_20_23_116,2011-04-28 00:00:00+00:00,2011-04-28 20:00:00+00:00,2011-04-28 23:00:00+00:00,4.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_20_21_117,2011-04-28 00:00:00+00:00,2011-04-28 20:00:00+00:00,2011-04-28 21:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_20_20_118,2011-04-28 00:00:00+00:00,2011-04-28 20:00:00+00:00,2011-04-28 20:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_20_21_119,2011-04-28 00:00:00+00:00,2011-04-28 20:00:00+00:00,2011-04-28 21:00:00+00:00,2.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_20_20_120,2011-04-28 00:00:00+00:00,2011-04-28 20:00:00+00:00,2011-04-28 20:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_20_20_121,2011-04-28 00:00:00+00:00,2011-04-28 20:00:00+00:00,2011-04-28 20:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
d01_REFL_COM_20110428-0000_20_20_122,2011-04-28 00:00:00+00:00,2011-04-28 20:00:00+00:00,2011-04-28 20:00:00+00:00,1.00000,NCARSTORM,d01,REFL_COM,nan,nan,nan,nan,nan
